_id,year,month,date,time,location,indicator,unit,value,note
2118,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,AT,°C,33.9,""
2119,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,RH,%,48.3,""
2120,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,WS,m/s,1.7,""
2121,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,WD,°,285.0,""
2122,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,SR,W/m²,551.0,""
2123,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,BP,mmHg,715.0,""
2124,2023,June,2023-01-06T00:00:00,14:00,IDA Pashamylaram,RF,mm,0.0,""
2125,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,NO,ug/m3,6.46,""
2126,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,MP-Xylene,ug/m3,0.77,""
2127,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,Xylene,ug/m3,1.44,""
2128,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,Temp,degreC,37,""
2129,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,Toluene,ug/m3,2.48,""
2130,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,RH,%,29.75,""
2131,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,NO2,ug/m3,9.89,""
2132,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,ETHBENZ,ug/m3,3.83,""
2133,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,Benzene,ug/m3,2.07,""
2134,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,NH3,ug/m3,12.65,""
2135,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,Ozone,ug/m3,26.75,""
2136,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,SR,W/m2,423.37,""
2137,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,PM2.5,ug/m3,51.31,""
2138,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,SO2,ug/m3,9.48,""
2139,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,PM10,ug/m3,109.19,""
2140,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,CO,mg/m3,0.45,""
2141,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,NOx,ppb,15.87,""
2142,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,WS,m/s,0.76,""
2143,2023,June,2023-01-06T00:00:00,14:00,NACHARAM,WD,DEGREE,149.56,""
2144,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,CO,mg/m³,0.62975,""
2145,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,Ozone,µg/m³,12.544,""
2146,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,NO,µg/m³,9.4095,""
2147,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,NO2,µg/m³,18.8376,""
2148,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,NOx,ppb,17.67,""
2149,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,SO2,µg/m³,3.6418,""
2150,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,PM2.5,µg/m³,38.0,""
2151,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,Benzene,µg/m³,0.638,""
2152,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,Toluene,µg/m³,0.07539999,""
2153,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,Xylene,µg/m³,0.0868,""
2154,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,AT,°C,30.55,""
2155,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,RH,%,34.84,""
2156,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,BP,mmHg,702.0,""
2157,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,SR,W/m²,562.0,""
2158,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,WD,°,164.0,""
2159,2023,June,2023-01-06T00:00:00,14:00,Sanathnagar,WS,m/s,1.59,""
2160,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,CO,mg/m³,0.58395,""
2161,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,Ozone,µg/m³,70.0504,""
2162,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,NO,µg/m³,2.5584,""
2163,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,NO2,µg/m³,9.268399,""
2164,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,NOx,ppb,7.02,""
2165,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,NH3,µg/m³,5.544,""
2166,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,SO2,µg/m³,7.9648,""
2167,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,PM2.5,µg/m³,145.0,""
2168,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,PM10,µg/m³,100.0,""
2169,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,Benzene,µg/m³,2.5839,""
2170,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,Toluene,µg/m³,10.2544,""
2171,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,Xylene,µg/m³,1.1284,""
2172,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,AT,°C,35.1,""
2173,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,RH,%,63.0,""
2174,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,WS,m/s,2.1,""
2175,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,WD,°,218.0,""
2176,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,SR,W/m²,568.0,""
2177,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,BP,mmHg,712.0,""
2178,2023,June,2023-01-06T00:00:00,14:00,Zoo Park,RF,mm,0.0,""
2179,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,CO,mg/m³,1.20225,""
2180,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,Ozone,µg/m³,10.5448,""
2181,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,NO,µg/m³,1.476,""
2182,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,NO2,µg/m³,16.168,""
2183,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,NOx,ppb,7.89,""
2184,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,NH3,µg/m³,20.573,""
2185,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,SO2,µg/m³,15.7462,""
2186,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,PM2.5,µg/m³,43.0,""
2187,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,PM10,µg/m³,129.0,""
2188,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,Benzene,µg/m³,0.0,""
2189,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,Toluene,µg/m³,0.07539999,""
2190,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,Xylene,µg/m³,0.0,""
2191,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,AT,°C,34.5,""
2192,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,RH,%,38.7,""
2193,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,WS,m/s,0.4,""
2194,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,WD,°,309.0,""
2195,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,SR,W/m²,356.0,""
2196,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,BP,mmHg,705.0,""
2197,2023,June,2023-01-06T00:00:00,15:00,Bollaram Industrial Area,RF,mm,0.0,""
2198,2023,June,2023-01-06T00:00:00,15:00,Central University,CO,mg/m³,0.3206,""
2199,2023,June,2023-01-06T00:00:00,15:00,Central University,Ozone,µg/m³,42.14,""
2200,2023,June,2023-01-06T00:00:00,15:00,Central University,NO,µg/m³,0.246,""
2201,2023,June,2023-01-06T00:00:00,15:00,Central University,NO2,µg/m³,23.1052,""
2202,2023,June,2023-01-06T00:00:00,15:00,Central University,NOx,PPB,12.48,""
2203,2023,June,2023-01-06T00:00:00,15:00,Central University,NH3,µg/m³,5.586,""
2204,2023,June,2023-01-06T00:00:00,15:00,Central University,SO2,µg/m³,3.3536,""
2205,2023,June,2023-01-06T00:00:00,15:00,Central University,PM2.5,µg/m³,21.0,""
2206,2023,June,2023-01-06T00:00:00,15:00,Central University,PM10,µg/m³,87.0,""
2207,2023,June,2023-01-06T00:00:00,15:00,Central University,Benzene,µg/m³,0.1914,""
2208,2023,June,2023-01-06T00:00:00,15:00,Central University,Toluene,µg/m³,0.3016,""
2209,2023,June,2023-01-06T00:00:00,15:00,Central University,Xylene,µg/m³,0.0,""
2210,2023,June,2023-01-06T00:00:00,15:00,Central University,AT,°C,33.6,""
2211,2023,June,2023-01-06T00:00:00,15:00,Central University,RH,%,36.4,""
2212,2023,June,2023-01-06T00:00:00,15:00,Central University,WS,m/s,0.5,""
2213,2023,June,2023-01-06T00:00:00,15:00,Central University,WD,°,108.0,""
2214,2023,June,2023-01-06T00:00:00,15:00,Central University,SR,W/m²,523.0,""
2215,2023,June,2023-01-06T00:00:00,15:00,Central University,BP,mmHg,708.87,""
2216,2023,June,2023-01-06T00:00:00,15:00,Central University,RF,mm,0.0,""
2217,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,PM2.5,ug/m3,42.89,""
2218,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,MP-Xylene,ug/m3,0.87,""
2219,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,ETHBENZ,ug/m3,0.21,""
2220,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,NO2,ug/m3,4.67,""
2221,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,Xylene,ug/m3,0.82,""
2222,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,SR,W/m2,84.3,""
2223,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,Temp,degreC,37.57,""
2224,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,RH,%,25.53,""
2225,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,WD,DEGREE,53.31,""
2226,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,SO2,ug/m3,6.51,""
2227,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,WS,m/s,0.77,""
2228,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,NO,ug/m3,7.89,""
2229,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,NH3,ug/m3,14.86,""
2230,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,NOx,ppb,11.29,""
2231,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,Toluene,ug/m3,4.05,""
2232,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,Benzene,ug/m3,0.38,""
2233,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,PM10,ug/m3,94.17,""
2234,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,Ozone,ug/m3,71.58,""
2235,2023,June,2023-01-06T00:00:00,15:00,ECIL KAPRA,CO,mg/m3,0.29,""
2236,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,CO,mg/m³,0.05725,""
2237,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,Ozone,µg/m³,81.046,""
2238,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,NO,µg/m³,7.2939,""
2239,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,NO2,µg/m³,0.1692,""
2240,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,NOx,ppb,6.02,""
2241,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,NH3,µg/m³,4.718,""
2242,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,SO2,µg/m³,21.2744,""
2243,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,PM2.5,µg/m³,22.0,""
2244,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,PM10,µg/m³,59.0,""
2245,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,Benzene,µg/m³,0.0,""
2246,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,Toluene,µg/m³,0.0,""
2247,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,Xylene,µg/m³,0.0,""
2248,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,AT,°C,34.48,""
2249,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,RH,%,37.89,""
2250,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,WS,m/s,0.44,""
2251,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,WD,°,350.0,""
2252,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,SR,W/m²,383.08,""
2253,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,BP,mmHg,694.0,""
2254,2023,June,2023-01-06T00:00:00,15:00,ICRISAT Patancheru,RF,mm,0.0,""
2255,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,CO,mg/m³,0.5496,""
2256,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,Ozone,µg/m³,7.056,""
2257,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,NO,µg/m³,1.2915,""
2258,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,NO2,µg/m³,1.1844,""
2259,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,NOx,ppb,1.68,""
2260,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,NH3,µg/m³,0.665,""
2261,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,SO2,µg/m³,6.3404,""
2262,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,PM2.5,µg/m³,27.0,""
2263,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,PM10,µg/m³,89.0,""
2264,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,Benzene,µg/m³,9.920899,""
2265,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,Toluene,µg/m³,0.0,""
2266,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,Xylene,µg/m³,9.4178,""
2267,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,AT,°C,34.2,""
2268,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,RH,%,46.4,""
2269,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,WS,m/s,2.0,""
2270,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,WD,°,280.0,""
2271,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,SR,W/m²,499.0,""
2272,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,BP,mmHg,715.0,""
2273,2023,June,2023-01-06T00:00:00,15:00,IDA Pashamylaram,RF,mm,0.0,""
2274,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,MP-Xylene,ug/m3,0.75,""
2275,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,PM2.5,ug/m3,41.02,""
2276,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,NO2,ug/m3,9.85,""
2277,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,WD,DEGREE,137.15,""
2278,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,ETHBENZ,ug/m3,3.82,""
2279,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,PM10,ug/m3,106.66,""
2280,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,Ozone,ug/m3,26.79,""
2281,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,Toluene,ug/m3,2.46,""
2282,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,RH,%,29.17,""
2283,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,NH3,ug/m3,12.55,""
2284,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,Benzene,ug/m3,2.08,""
2285,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,SO2,ug/m3,9.51,""
2286,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,SR,W/m2,413.18,""
2287,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,CO,mg/m3,0.38,""
2288,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,NO,ug/m3,6.48,""
2289,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,NOx,ppb,15.85,""
2290,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,WS,m/s,0.62,""
2291,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,Xylene,ug/m3,1.42,""
2292,2023,June,2023-01-06T00:00:00,15:00,NACHARAM,Temp,degreC,36.98,""
2293,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,CO,mg/m³,0.60685,""
2294,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,Ozone,µg/m³,10.976,""
2295,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,NO,µg/m³,10.9716,""
2296,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,NO2,µg/m³,21.9584,""
2297,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,NOx,ppb,20.6,""
2298,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,SO2,µg/m³,4.3754,""
2299,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,PM2.5,µg/m³,33.0,""
2300,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,Benzene,µg/m³,0.0,""
2301,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,Toluene,µg/m³,0.0377,""
2302,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,Xylene,µg/m³,0.0434,""
2303,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,AT,°C,31.12,""
2304,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,RH,%,32.95,""
2305,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,BP,mmHg,702.0,""
2306,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,SR,W/m²,537.0,""
2307,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,WD,°,138.0,""
2308,2023,June,2023-01-06T00:00:00,15:00,Sanathnagar,WS,m/s,1.79,""
2309,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,CO,mg/m³,0.6183,""
2310,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,Ozone,µg/m³,55.2132,""
2311,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,NO,µg/m³,2.5092,""
2312,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,NO2,µg/m³,10.6972,""
2313,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,NOx,ppb,7.73,""
2314,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,NH3,µg/m³,5.271,""
2315,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,SO2,µg/m³,6.943,""
2316,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,PM2.5,µg/m³,112.0,""
2317,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,PM10,µg/m³,94.0,""
2318,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,Benzene,µg/m³,2.4563,""
2319,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,Toluene,µg/m³,11.0838,""
2320,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,Xylene,µg/m³,1.2586,""
2321,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,AT,°C,36.5,""
2322,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,RH,%,68.0,""
2323,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,WS,m/s,2.5,""
2324,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,WD,°,231.0,""
2325,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,SR,W/m²,615.0,""
2326,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,BP,mmHg,712.0,""
2327,2023,June,2023-01-06T00:00:00,15:00,Zoo Park,RF,mm,0.0,""
2328,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,CO,mg/m³,2.7251,""
2329,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,Ozone,µg/m³,9.9764,""
2330,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,NO,µg/m³,0.4551,""
2331,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,NO2,µg/m³,14.6076,""
2332,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,NOx,ppb,8.14,""
2333,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,NH3,µg/m³,19.383,""
2334,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,SO2,µg/m³,16.8204,""
2335,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,PM2.5,µg/m³,37.0,""
2336,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,PM10,µg/m³,109.0,""
2337,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,Benzene,µg/m³,0.0319,""
2338,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,Toluene,µg/m³,0.07539999,""
2339,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,Xylene,µg/m³,0.0,""
2340,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,AT,°C,34.64,""
2341,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,RH,%,37.8,""
2342,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,WS,m/s,0.4,""
2343,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,WD,°,312.0,""
2344,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,SR,W/m²,249.0,""
2345,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,BP,mmHg,705.0,""
2346,2023,June,2023-01-06T00:00:00,16:00,Bollaram Industrial Area,RF,mm,0.0,""
2347,2023,June,2023-01-06T00:00:00,16:00,Central University,CO,mg/m³,0.33205,""
2348,2023,June,2023-01-06T00:00:00,16:00,Central University,Ozone,µg/m³,31.556,""
2349,2023,June,2023-01-06T00:00:00,16:00,Central University,NO,µg/m³,0.1968,""
2350,2023,June,2023-01-06T00:00:00,16:00,Central University,NO2,µg/m³,22.2592,""
2351,2023,June,2023-01-06T00:00:00,16:00,Central University,NOx,PPB,12.0,""
2352,2023,June,2023-01-06T00:00:00,16:00,Central University,NH3,µg/m³,5.614,""
2353,2023,June,2023-01-06T00:00:00,16:00,Central University,SO2,µg/m³,3.9038,""
2354,2023,June,2023-01-06T00:00:00,16:00,Central University,PM2.5,µg/m³,30.0,""
2355,2023,June,2023-01-06T00:00:00,16:00,Central University,PM10,µg/m³,85.0,""
2356,2023,June,2023-01-06T00:00:00,16:00,Central University,Benzene,µg/m³,0.1276,""
2357,2023,June,2023-01-06T00:00:00,16:00,Central University,Toluene,µg/m³,0.2639,""
2358,2023,June,2023-01-06T00:00:00,16:00,Central University,Xylene,µg/m³,0.0,""
2359,2023,June,2023-01-06T00:00:00,16:00,Central University,AT,°C,33.5,""
2360,2023,June,2023-01-06T00:00:00,16:00,Central University,RH,%,35.2,""
2361,2023,June,2023-01-06T00:00:00,16:00,Central University,WS,m/s,0.6,""
2362,2023,June,2023-01-06T00:00:00,16:00,Central University,WD,°,108.0,""
2363,2023,June,2023-01-06T00:00:00,16:00,Central University,SR,W/m²,368.0,""
2364,2023,June,2023-01-06T00:00:00,16:00,Central University,BP,mmHg,708.43,""
2365,2023,June,2023-01-06T00:00:00,16:00,Central University,RF,mm,0.0,""
2366,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,SO2,ug/m3,5.99,""
2367,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,NH3,ug/m3,14.69,""
2368,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,NO2,ug/m3,4.81,""
2369,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,NOx,ppb,11.68,""
2370,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,NO,ug/m3,7.83,""
2371,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,Temp,degreC,36.36,""
2372,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,WS,m/s,1.4,""
2373,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,Benzene,ug/m3,0.38,""
2374,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,RH,%,30.07,""
2375,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,Ozone,ug/m3,68.11,""
2376,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,WD,DEGREE,44.33,""
2377,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,PM10,ug/m3,103.26,""
2378,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,SR,W/m2,69.5,""
2379,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,PM2.5,ug/m3,41.75,""
2380,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,Toluene,ug/m3,4.01,""
2381,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,MP-Xylene,ug/m3,0.88,""
2382,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,Xylene,ug/m3,1.25,""
2383,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,ETHBENZ,ug/m3,0.29,""
2384,2023,June,2023-01-06T00:00:00,16:00,ECIL KAPRA,CO,mg/m3,0.36,""
2385,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,CO,mg/m³,0.0229,""
2386,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,Ozone,µg/m³,82.5944,""
2387,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,NO,µg/m³,7.2201,""
2388,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,NO2,µg/m³,1.88,""
2389,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,NOx,ppb,5.82,""
2390,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,NH3,µg/m³,4.851,""
2391,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,SO2,µg/m³,21.5102,""
2392,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,PM2.5,µg/m³,18.0,""
2393,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,PM10,µg/m³,62.0,""
2394,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,Benzene,µg/m³,0.0,""
2395,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,Toluene,µg/m³,0.0,""
2396,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,Xylene,µg/m³,0.0,""
2397,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,AT,°C,34.61,""
2398,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,RH,%,37.15,""
2399,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,WS,m/s,0.5,""
2400,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,WD,°,351.0,""
2401,2023,June,2023-01-06T00:00:00,16:00,ICRISAT Patancheru,SR,W/m²,280.74,""
